nct_id,id,name,created_at,updated_at,grouping,study_search_id
NCT04474483,166632,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04716426,166633,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04342689,166634,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04479358,166635,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04389658,166636,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04363346,166637,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04369820,166638,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04401423,166639,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04666116,166640,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04470557,166641,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04514302,166642,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04558372,166643,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04392141,166644,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04418284,166645,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04449718,166646,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04324489,166647,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04587323,166648,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04370262,166649,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04347993,166650,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04472572,166651,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04549831,166652,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04497324,166653,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04386759,166654,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04420468,166656,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04323228,166657,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04708236,166658,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04376788,166659,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04474496,166660,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04664010,166661,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04366882,166662,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04335123,166663,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04360356,166664,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04619706,166665,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04434248,166666,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04350593,166667,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04372979,166669,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04456413,166670,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04464395,166671,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04467151,166672,covid-19,2/7/2021 10:33:02 PM,2/7/2021 10:33:02 PM,covid-19,1
NCT04343755,166673,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04685603,166674,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04321421,166675,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04659187,166677,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04527133,166678,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04432298,166679,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04646109,166680,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04668235,166681,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04445233,166682,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04329611,166683,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04621071,166684,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04387929,166685,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04544605,166686,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04325633,166687,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04306497,166688,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04415086,166689,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04682912,166690,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04321993,166691,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04619628,166692,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04351659,166693,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04546841,166695,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04382066,166696,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04323332,166697,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04715295,166698,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04352348,166699,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04390178,166700,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04405102,166701,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04528368,166702,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04364022,166703,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04465695,166704,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04339660,166705,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04454372,166706,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04527081,166707,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04463472,166708,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04724395,166709,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04444310,166710,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04375202,166711,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04412252,166712,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04375046,166713,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04354857,166714,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04287686,166715,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04382092,166716,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04352582,166717,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04361916,166719,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04385108,166720,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04333420,166721,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04344145,166722,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04370808,166723,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04355338,166724,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04344015,166726,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04381052,166727,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04354389,166728,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04681053,166729,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04480632,166730,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04718467,166731,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04640402,166733,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04324996,166735,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04433013,166736,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04615208,166738,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04391712,166739,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04564287,166741,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04443270,166742,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04385043,166743,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04384497,166744,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04397822,166746,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04542694,166747,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04547140,166748,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04359615,166753,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04428008,166754,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04359316,166756,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04532931,166757,covid-19,2/7/2021 10:33:03 PM,2/7/2021 10:33:03 PM,covid-19,1
NCT04536298,166759,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04343768,166760,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04382781,166761,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04497948,166763,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04364815,166764,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04355793,166765,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04459520,166766,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04329832,166768,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04358536,166769,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04691947,166770,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04388410,166773,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04647604,166774,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04358835,166775,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04252118,166776,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04524507,166777,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04401579,166778,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04280705,166779,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04444115,166780,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04701515,166781,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04497298,166783,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04534595,166784,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04348396,166785,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04361942,166786,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04406324,166789,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04410354,166790,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04475107,166791,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04449731,166792,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04641988,166793,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04331171,166796,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04668170,166797,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04380688,166798,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04397328,166799,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04466670,166801,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04346199,166802,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04696562,166803,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04603794,166804,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04359953,166805,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04568499,166806,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04355936,166808,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04581135,166809,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04390594,166810,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04374695,166811,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04367792,166812,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04418505,166813,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04516746,166814,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04345523,166815,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04361318,166816,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04527198,166817,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04474067,166818,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04365257,166819,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04381884,166820,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04466540,166821,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04481620,166822,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04350671,166823,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04317092,166824,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04348656,166825,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04482023,166826,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04350684,166827,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04350073,166828,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04399356,166830,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04362943,166831,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04407494,166832,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04341168,166833,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04366739,166834,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04376853,166835,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04354714,166837,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04636333,166839,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04441385,166840,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04328285,166841,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04435184,166842,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04389359,166843,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04525443,166844,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04379466,166845,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04315298,166846,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04681079,166847,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04352933,166848,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04425252,166850,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04452942,166851,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04404062,166852,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04347850,166853,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04275947,166854,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04377620,166856,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04616976,166857,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04416256,166858,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04501783,166859,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04385940,166860,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04394442,166861,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04477889,166862,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04367896,166863,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04535869,166864,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04709172,166865,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04368065,166866,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04330638,166867,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04337996,166868,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04473053,166869,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04422509,166870,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04363372,166871,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04359797,166872,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04513470,166873,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04389567,166874,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
NCT04361214,166875,covid-19,2/7/2021 10:33:04 PM,2/7/2021 10:33:04 PM,covid-19,1
